Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;AVIGNON CENTRE;87765008;LONS LE SAUNIER;87718239;1;Tarif Normal;34;111
TGV INOUI;LAROCHE MIGENNES;87683268;SENS;87683003;2;Tarif Normal;5;11
TGV INOUI;NIMES;87775007;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;114
TGV INOUI;VALENCE VILLE;87761007;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;15;48
TGV INOUI;PARIS GARE DE LYON;87686006;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31;160
TGV INOUI;LYON PART DIEU;87723197;MOUCHARD;87718833;2;Tarif Normal;11;24
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;SENS;87683003;1;Tarif Normal;24;124
TGV INOUI;PARIS GARE DE LYON;87686006;NARBONNE;87781104;2;Tarif Normal;25;116
TGV INOUI;ST PERAY;87761494;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;15;45
TGV INOUI;ST AVRE LA CHAMBRE;87741306;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;170
TGV INOUI;LYON PERRACHE;87722025;MACON LOCHE TGV;87725705;1;Tarif Normal;10;33
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;SENS;87683003;2;Tarif Normal;20;78
TGV INOUI;PERPIGNAN;87784009;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;206
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;17;73
TGV INOUI;ST AVRE LA CHAMBRE;87741306;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;109
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;LYON PERRACHE;87722025;2;Tarif Normal;6;13
TGV INOUI;LAROCHE MIGENNES;87683268;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;46
TGV INOUI;MONTBARD;87713131;PARIS BERCY;87686667;1;Tarif Normal;17;92
TGV INOUI;AVIGNON CENTRE;87765008;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29;89
TGV INOUI;PARIS GARE DE LYON;87686006;AIME LA PLAGNE;87741769;1;Tarif Normal;31;189
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON PERRACHE;87722025;2;Tarif Normal;12;26
TGV INOUI;LAROCHE MIGENNES;87683268;LYON PERRACHE;87722025;1;Tarif Normal;24;112
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NIMES - MANDUEL;87688762;2;Tarif Normal;6;13
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29;120
TGV INOUI;LANDRY;87741777;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;118
TGV INOUI;LYON PERRACHE;87722025;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;14;43
TGV INOUI;LAROCHE MIGENNES;87683268;LYON PERRACHE;87722025;2;Tarif Normal;20;73
TGV INOUI;NIMES - MANDUEL;87688762;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;24;110
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;70
TGV INOUI;PARIS GARE DE LYON;87686006;BOURG ST MAURICE;87741793;1;Tarif Normal;31;189
TGV INOUI;LYON PERRACHE;87722025;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;12;25
TGV INOUI;LAROCHE MIGENNES;87683268;LYON PART DIEU;87723197;2;Tarif Normal;20;73
TGV INOUI;NIMES - MANDUEL;87688762;ECOLE VALENTIN;87710731;1;Tarif Normal;48;155
TGV INOUI;NIMES;87775007;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;24;110
TGV INOUI;MODANE;87742007;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;181
TGV INOUI;MODANE;87742007;LYON PERRACHE;87722025;2;Tarif Normal;20;45
TGV INOUI;LAROCHE MIGENNES;87683268;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;24;112
TGV INOUI;NIMES - MANDUEL;87688762;ECOLE VALENTIN;87710731;2;Tarif Normal;42;105
TGV INOUI;NIMES;87775007;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;65
TGV INOUI;PARIS GARE DE LYON;87686006;BOURG EN BRESSE;87743005;2;Tarif Normal;20;84
TGV INOUI;LYON PERRACHE;87722025;ANNECY;87746008;2;Tarif Normal;13;28
TGV INOUI;LAROCHE MIGENNES;87683268;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;25;83
TGV INOUI;DIJON VILLE;87713040;NIMES - MANDUEL;87688762;2;Tarif Normal;20;84
TGV INOUI;AGDE;87781278;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;75
TGV INOUI;NURIEUX;87743351;PARIS GARE DE LYON;87686006;1;Tarif Normal;29;147
TGV INOUI;LYON PERRACHE;87722025;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;24;103
TGV INOUI;PARIS GARE DE LYON;87686006;ECOLE VALENTIN;87710731;2;Tarif Normal;34;83
TGV INOUI;MACON VILLE;87725689;NIMES - MANDUEL;87688762;1;Tarif Normal;24;112
TGV INOUI;PERPIGNAN;87784009;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;31;144
TGV INOUI;ANNECY;87746008;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;104
TGV INOUI;LYON PERRACHE;87722025;TOULON;87755009;2;Tarif Normal;20;72
TGV INOUI;DIJON VILLE;87713040;PARIS GARE DE LYON;87686006;1;Tarif Normal;19;107
TGV INOUI;VALENCE VILLE;87761007;NIMES - MANDUEL;87688762;2;Tarif Normal;20;41
TGV INOUI;PERPIGNAN;87784009;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;84
TGV INOUI;LA ROCHE SUR FORON;87746305;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;173
TGV INOUI;LYON PERRACHE;87722025;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;24;126
TGV INOUI;MONTBARD;87713131;PARIS GARE DE LYON;87686006;2;Tarif Normal;15;57
TGV INOUI;LE TEIL;87764472;NIMES - MANDUEL;87688762;1;Tarif Normal;14;44
TGV INOUI;MACON VILLE;87725689;NIMES PONT DU GARD;87703975;2;Tarif Normal;20;74
TGV INOUI;LA ROCHE SUR FORON;87746305;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;109
TGV INOUI;CANNES;87757625;LYON PERRACHE;87722025;1;Tarif Normal;29;140
TGV INOUI;PARIS GARE DE LYON;87686006;CHALON SUR SAONE;87725002;2;Tarif Normal;15;77
TGV INOUI;LE TEIL;87764472;NIMES - MANDUEL;87688762;2;Tarif Normal;12;26
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NIMES PONT DU GARD;87703975;2;Tarif Normal;15;41
TGV INOUI;PARIS GARE DE LYON;87686006;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Normal;25;119
TGV INOUI;LE TEIL;87764472;LYON PERRACHE;87722025;1;Tarif Normal;17;55
TGV INOUI;MACON VILLE;87725689;PARIS GARE DE LYON;87686006;1;Tarif Normal;24;138
TGV INOUI;NIMES - MANDUEL;87688762;ORANGE;87765107;2;Tarif Normal;7;17
TGV INOUI;NARBONNE;87781104;NIMES PONT DU GARD;87703975;1;Tarif Normal;15;49
TGV INOUI;GRENOBLE;87747006;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;171
TGV INOUI;NIMES;87775007;LYON PERRACHE;87722025;1;Tarif Normal;17;90
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;163
TGV INOUI;NIMES - MANDUEL;87688762;NARBONNE;87781104;1;Tarif Normal;15;49
TGV INOUI;AGDE;87781278;NIMES PONT DU GARD;87703975;1;Tarif Normal;11;37
TGV INOUI;GRENOBLE;87747006;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;108
TGV INOUI;NIMES;87775007;LYON PERRACHE;87722025;2;Tarif Normal;15;60
TGV INOUI;CULOZ;87741074;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;147
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20;91
TGV INOUI;DIJON VILLE;87713040;ECOLE VALENTIN;87710731;1;Tarif Normal;14;38
TGV INOUI;RIVES;87747246;PARIS GARE DE LYON;87686006;1;Tarif Normal;45;150
TGV INOUI;LYON PERRACHE;87722025;PERPIGNAN;87784009;2;Tarif Normal;20;77
TGV INOUI;PARIS GARE DE LYON;87686006;ALBERTVILLE;87741645;2;Tarif Normal;25;115
TGV INOUI;BESANCON VIOTTE;87718007;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;26;166
TGV INOUI;LYON PERRACHE;87722025;ECOLE VALENTIN;87710731;2;Tarif Normal;15;51
TGV INOUI;MIRAMAS;87753004;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;173
TGV INOUI;LYON PART DIEU;87723197;CHALON SUR SAONE;87725002;1;Tarif Normal;15;48
TGV INOUI;PARIS GARE DE LYON;87686006;AIME LA PLAGNE;87741769;2;Tarif Normal;25;118
TGV INOUI;LYON PART DIEU;87723197;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20;65
TGV INOUI;CHALON SUR SAONE;87725002;ECOLE VALENTIN;87710731;2;Tarif Normal;14;30
TGV INOUI;MIRAMAS;87753004;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;105
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON PART DIEU;87723197;1;Tarif Normal;14;50
TGV INOUI;LANDRY;87741777;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;189
TGV INOUI;MACON VILLE;87725689;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24;124
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ECOLE VALENTIN;87710731;2;Tarif Normal;30;63
TGV INOUI;ARLES;87753657;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;173
TGV INOUI;CULOZ;87741074;LYON PART DIEU;87723197;2;Tarif Normal;8;18
TGV INOUI;MODANE;87742007;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;113
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BELLEGARDE;87745000;2;Tarif Normal;20;74
TGV INOUI;ALBERTVILLE;87741645;ECOLE VALENTIN;87710731;1;Tarif Normal;34;103
TGV INOUI;PARIS GARE DE LYON;87686006;TOULON;87755009;2;Tarif Normal;25;121
TGV INOUI;LYON PART DIEU;87723197;ALBERTVILLE;87741645;1;Tarif Normal;17;59
TGV INOUI;PARIS GARE DE LYON;87686006;EVIAN LES BAINS;87745679;1;Tarif Normal;31;179
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE VILLE;87761007;2;Tarif Normal;20;45
TGV INOUI;ALBERTVILLE;87741645;ECOLE VALENTIN;87710731;2;Tarif Normal;30;75
TGV INOUI;PARIS GARE DE LYON;87686006;MENTON;87756486;1;Tarif Normal;31;218
TGV INOUI;LYON PART DIEU;87723197;BOURG ST MAURICE;87741793;2;Tarif Normal;20;46
TGV INOUI;ANNECY;87746008;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;165
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24;99
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;ECOLE VALENTIN;87710731;2;Tarif Normal;45;111
TGV INOUI;PARIS GARE DE LYON;87686006;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;31;218
TGV INOUI;LYON PART DIEU;87723197;THONON LES BAINS;87745646;1;Tarif Normal;22;64
TGV INOUI;PARIS GARE DE LYON;87686006;MENTON;87756486;2;Tarif Normal;25;132
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;16;55
TGV INOUI;DIJON VILLE;87713040;FRASNE;87715136;2;Tarif Normal;24;24
TGV INOUI;CANNES;87757625;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;132
TGV INOUI;LYON PART DIEU;87723197;ANNECY;87746008;1;Tarif Normal;15;50
TGV INOUI;PARIS GARE DE LYON;87686006;ANTIBES;87757674;2;Tarif Normal;25;132
TGV INOUI;BEZIERS;87781005;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;9;28
TGV INOUI;DIJON VILLE;87713040;LYON PERRACHE;87722025;1;Tarif Normal;17;69
TGV INOUI;PARIS GARE DE LYON;87686006;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31;173
TGV INOUI;LYON PART DIEU;87723197;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;20;67
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PARIS GARE DE LYON;87686006;1;Tarif Normal;29;158
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NARBONNE;87781104;1;Tarif Normal;11;35
TGV INOUI;DIJON VILLE;87713040;CHALON SUR SAONE;87725002;1;Tarif Normal;8;26
TGV INOUI;PARIS GARE DE LYON;87686006;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;25;107
TGV INOUI;LYON PART DIEU;87723197;TOULON;87755009;1;Tarif Normal;24;117
TGV INOUI;PARIS GARE DE LYON;87686006;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;31;166
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NARBONNE;87781104;2;Tarif Normal;9;20
TGV INOUI;DIJON VILLE;87713040;CHALON SUR SAONE;87725002;2;Tarif Normal;6;15
TGV INOUI;BEZIERS;87781005;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;116
TGV INOUI;LYON PART DIEU;87723197;NICE VILLE;87756056;1;Tarif Normal;31;140
TGV INOUI;PARIS GARE DE LYON;87686006;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;25;105
TGV INOUI;MACON LOCHE TGV;87725705;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;11;23
TGV INOUI;DIJON VILLE;87713040;MACON LOCHE TGV;87725705;1;Tarif Normal;14;45
TGV INOUI;NIMES - MANDUEL;87688762;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;65
TGV INOUI;LYON PART DIEU;87723197;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;25;86
TGV INOUI;AVIGNON CENTRE;87765008;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;105
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;17;67
TGV INOUI;DIJON VILLE;87713040;TOULON;87755009;1;Tarif Normal;31;143
TGV INOUI;DIJON VILLE;87713040;NIMES - MANDUEL;87688762;1;Tarif Normal;24;127
TGV INOUI;LYON PART DIEU;87723197;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;15;35
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;184
TGV INOUI;MODANE;87742007;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;34;107
TGV INOUI;DIJON VILLE;87713040;NICE VILLE;87756056;1;Tarif Normal;31;186
TGV INOUI;NIMES - MANDUEL;87688762;BEAUNE;87713545;1;Tarif Normal;24;124
TGV INOUI;LE TEIL;87764472;LYON PART DIEU;87723197;1;Tarif Normal;17;55
TGV INOUI;NIMES;87775007;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;184
TGV INOUI;MODANE;87742007;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;30;65
TGV INOUI;DIJON VILLE;87713040;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;25;124
TGV INOUI;NIMES - MANDUEL;87688762;BEAUNE;87713545;2;Tarif Normal;20;81
TGV INOUI;LYON PART DIEU;87723197;ORANGE;87765107;1;Tarif Normal;17;69
TGV INOUI;BEZIERS;87781005;PARIS GARE DE LYON;87686006;1;Tarif Normal;31;190
TGV INOUI;BOURG EN BRESSE;87743005;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;11;24
TGV INOUI;DIJON VILLE;87713040;CANNES;87757625;2;Tarif Normal;25;124
TGV INOUI;LYON PERRACHE;87722025;NIMES - MANDUEL;87688762;1;Tarif Normal;17;90
TGV INOUI;BEZIERS;87781005;LYON PART DIEU;87723197;1;Tarif Normal;24;110
TGV INOUI;PARIS GARE DE LYON;87686006;NARBONNE;87781104;1;Tarif Normal;31;190
TGV INOUI;RIVES;87747246;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;22;80
TGV INOUI;DIJON VILLE;87713040;ANTIBES;87757674;1;Tarif Normal;31;186
TGV INOUI;LYON PART DIEU;87723197;NIMES - MANDUEL;87688762;1;Tarif Normal;17;90
TGV INOUI;LYON PART DIEU;87723197;NARBONNE;87781104;2;Tarif Normal;20;74
TGV INOUI;PERPIGNAN;87784009;PARIS GARE DE LYON;87686006;2;Tarif Normal;25;124
TGV INOUI;RIVES;87747246;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;44
TGV INOUI;DIJON VILLE;87713040;ANTIBES;87757674;2;Tarif Normal;25;124
TGV INOUI;MARSEILLE ST CHARLES;87751008;NIMES - MANDUEL;87688762;1;Tarif Normal;15;51
TGV INOUI;LYON PART DIEU;87723197;PERPIGNAN;87784009;1;Tarif Normal;24;122
TGV INOUI;BESANCON VIOTTE;87718007;NIMES - MANDUEL;87688762;1;Tarif Normal;26;155
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;17;56
TGV INOUI;DIJON VILLE;87713040;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;17;69
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NIMES - MANDUEL;87688762;2;Tarif Normal;15;60
TGV INOUI;CHALON SUR SAONE;87725002;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25;87
TGV INOUI;BESANCON VIOTTE;87718007;NIMES - MANDUEL;87688762;2;Tarif Normal;20;105
TGV INOUI;LE TEIL;87764472;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;24;87
TGV INOUI;DIJON VILLE;87713040;AVIGNON CENTRE;87765008;1;Tarif Normal;24;122
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NIMES - MANDUEL;87688762;1;Tarif Normal;17;64
TGV INOUI;CANNES;87757625;CHALON SUR SAONE;87725002;1;Tarif Normal;31;174
TGV INOUI;LYON PERRACHE;87722025;NIMES - MANDUEL;87688762;2;Tarif Normal;15;60
TGV INOUI;LYON PERRACHE;87722025;NIMES PONT DU GARD;87703975;2;Tarif Normal;15;60
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;20;91
TGV INOUI;AVIGNON CENTRE;87765008;NIMES - MANDUEL;87688762;2;Tarif Normal;7;15
TGV INOUI;ANTIBES;87757674;CHALON SUR SAONE;87725002;1;Tarif Normal;31;174
TGV INOUI;NIMES - MANDUEL;87688762;CHALON SUR SAONE;87725002;2;Tarif Normal;20;81
TGV INOUI;LYON PART DIEU;87723197;NIMES PONT DU GARD;87703975;1;Tarif Normal;17;90
TGV INOUI;DIJON VILLE;87713040;NARBONNE;87781104;2;Tarif Normal;25;107
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NIMES - MANDUEL;87688762;1;Tarif Normal;8;22
TGV INOUI;ANTIBES;87757674;CHALON SUR SAONE;87725002;2;Tarif Normal;25;116
TGV INOUI;MACON LOCHE TGV;87725705;NIMES - MANDUEL;87688762;1;Tarif Normal;24;107
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NIMES PONT DU GARD;87703975;1;Tarif Normal;17;90
TGV INOUI;DIJON VILLE;87713040;PERPIGNAN;87784009;2;Tarif Normal;20;107
TGV INOUI;NIMES - MANDUEL;87688762;SETE;87773200;1;Tarif Normal;9;29
TGV INOUI;VALENCE VILLE;87761007;CHALON SUR SAONE;87725002;1;Tarif Normal;17;73
TGV INOUI;MACON LOCHE TGV;87725705;NIMES - MANDUEL;87688762;2;Tarif Normal;20;62
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NIMES PONT DU GARD;87703975;2;Tarif Normal;6;13
TGV INOUI;DOLE VILLE;87713412;MONTBARD;87713131;1;Tarif Normal;25;43
TGV INOUI;NIMES - MANDUEL;87688762;NARBONNE;87781104;2;Tarif Normal;13;27
TGV INOUI;VALENCE VILLE;87761007;CHALON SUR SAONE;87725002;2;Tarif Normal;15;48
TGV INOUI;NIMES - MANDUEL;87688762;BELLEGARDE;87745000;2;Tarif Normal;20;68
TGV INOUI;SETE;87773200;NIMES PONT DU GARD;87703975;2;Tarif Normal;7;17
TGV INOUI;FRASNE;87715136;MONTBARD;87713131;1;Tarif Normal;11;36
TGV INOUI;PERPIGNAN;87784009;NIMES - MANDUEL;87688762;2;Tarif Normal;15;37
TGV INOUI;AVIGNON CENTRE;87765008;CHALON SUR SAONE;87725002;1;Tarif Normal;34;106
TGV INOUI;NIMES - MANDUEL;87688762;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;12;26
TGV INOUI;PERPIGNAN;87784009;NIMES PONT DU GARD;87703975;2;Tarif Normal;15;37
TGV INOUI;DOLE VILLE;87713412;PONTARLIER;87715003;1;Tarif Normal;10;34
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;70
TGV INOUI;NIMES;87775007;CHALON SUR SAONE;87725002;1;Tarif Normal;24;124
TGV INOUI;NIMES - MANDUEL;87688762;ORANGE;87765107;1;Tarif Normal;9;29
TGV INOUI;LYON PART DIEU;87723197;ECOLE VALENTIN;87710731;1;Tarif Normal;17;79
TGV INOUI;DOLE VILLE;87713412;FRASNE;87715136;1;Tarif Normal;19;28
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NIMES PONT DU GARD;87703975;1;Tarif Normal;8;22
TGV INOUI;CHALON SUR SAONE;87725002;NARBONNE;87781104;2;Tarif Normal;25;84
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NIMES - MANDUEL;87688762;2;Tarif Normal;6;13
TGV INOUI;MACON VILLE;87725689;ECOLE VALENTIN;87710731;1;Tarif Normal;22;61
TGV INOUI;LYON PART DIEU;87723197;BEAUNE;87713545;2;Tarif Normal;14;31
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ECOLE VALENTIN;87710731;1;Tarif Normal;51;166
TGV INOUI;PERPIGNAN;87784009;CHALON SUR SAONE;87725002;2;Tarif Normal;25;84
TGV INOUI;NIMES - MANDUEL;87688762;SETE;87773200;2;Tarif Normal;7;17
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ECOLE VALENTIN;87710731;1;Tarif Normal;38;110
TGV INOUI;BEAUNE;87713545;CHALON SUR SAONE;87725002;1;Tarif Normal;14;17
TGV INOUI;MACON VILLE;87725689;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20;81
TGV INOUI;MACON VILLE;87725689;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;24;120
TGV INOUI;BEZIERS;87781005;NIMES - MANDUEL;87688762;1;Tarif Normal;13;43
TGV INOUI;AIME LA PLAGNE;87741769;ECOLE VALENTIN;87710731;1;Tarif Normal;38;112
TGV INOUI;MACON VILLE;87725689;BEAUNE;87713545;1;Tarif Normal;11;35
TGV INOUI;MACON LOCHE TGV;87725705;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20;69
TGV INOUI;MACON VILLE;87725689;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;20;81
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29;120
TGV INOUI;LANDRY;87741777;ECOLE VALENTIN;87710731;1;Tarif Normal;38;112
TGV INOUI;MARSEILLE ST CHARLES;87751008;BEAUNE;87713545;2;Tarif Normal;20;87
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BELLEGARDE;87745000;1;Tarif Normal;24;124
TGV INOUI;MACON VILLE;87725689;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;31;126
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;CHALON SUR SAONE;87725002;1;Tarif Normal;24;124
TGV INOUI;MARSEILLE ST CHARLES;87751008;ECOLE VALENTIN;87710731;1;Tarif Normal;51;166
TGV INOUI;BEAUNE;87713545;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25;91
TGV INOUI;MARSEILLE ST CHARLES;87751008;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;17;58
TGV INOUI;MACON VILLE;87725689;NICE VILLE;87756056;2;Tarif Normal;25;107
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;22;78
TGV INOUI;AVIGNON CENTRE;87765008;ECOLE VALENTIN;87710731;1;Tarif Normal;41;138
TGV INOUI;BEAUNE;87713545;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;31;174
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE VILLE;87761007;1;Tarif Normal;22;78
TGV INOUI;MACON VILLE;87725689;VALENCE VILLE;87761007;2;Tarif Normal;15;41
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20;47
TGV INOUI;DIJON VILLE;87713040;FRASNE;87715136;1;Tarif Normal;26;42
TGV INOUI;ANTIBES;87757674;BEAUNE;87713545;2;Tarif Normal;25;116
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20;65
TGV INOUI;MACON VILLE;87725689;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;7;16
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;SETE;87773200;2;Tarif Normal;8;8
TGV INOUI;DIJON VILLE;87713040;MOUCHARD;87718833;1;Tarif Normal;19;28
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;BEAUNE;87713545;1;Tarif Normal;17;88
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;14;31
TGV INOUI;MACON VILLE;87725689;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;17;63
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;AGDE;87781278;1;Tarif Normal;8;23
TGV INOUI;DIJON VILLE;87713040;MACON LOCHE TGV;87725705;2;Tarif Normal;12;26
TGV INOUI;BEAUNE;87713545;NARBONNE;87781104;1;Tarif Normal;31;143
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;12;25
TGV INOUI;AVIGNON CENTRE;87765008;MACON VILLE;87725689;1;Tarif Normal;19;97
TGV INOUI;PERPIGNAN;87784009;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;17;51
